,Unnamed: 0,lastName,firstName,state,party,chamber,gender,birthday,raceEthnicity,pre2018incumbent,citizenPopulation,medianHouseholdIncome,TweetCongress
252,256,Kelly,Trent,MS,1,-0.5,-0.5,19985,1,1,745525.0,43194.0,RepRobinKelly
253,257,Kennedy,John,LA,1,0.5,-0.5,25199,1,-0.33,4535710.0,46710.0,RepJoeKennedy
254,258,Kennedy,Joseph,MA,-1,-0.5,-0.5,14654,1,1,709785.0,98530.0,SenJohnKennedy
255,259,Khanna,Ro,CA,-1,-0.5,-0.5,16136,-1,1,579265.0,121150.0,RepRoKhanna
256,260,Kildee,Daniel,MI,-1,-0.5,-0.5,22744,1,1,680590.0,42800.0,RepDanKildee
257,261,Kilmer,Derek,WA,-1,-0.5,-0.5,17122,1,1,666385.0,60616.0,RepDerekKilmer
258,262,Kim,Andy,NJ,-1,-0.5,-0.5,14008,-1,-1,715305.0,74537.0,RepAndyKimNJ
259,263,Kind,Ron,WI,-1,-0.5,-0.5,21066,1,1,710120.0,52154.0,RepRonKind
260,264,King,Peter,NY,1,-0.5,-0.5,27985,1,1,657910.0,93362.0,RepPeteKing
261,265,King,Angus,ME,0,0.5,-0.5,27990,1,1,1308385.0,53024.0,SenAngusKing
262,266,King,Steve,IA,1,-0.5,-0.5,26106,1,1,735425.0,53335.0,SteveKingIA
263,267,Kinzinger,Adam,IL,1,-0.5,-0.5,15604,1,1,682605.0,57182.0,RepKinzinger
264,268,Kirkpatrick,Ann,AZ,-1,-0.5,0.5,25806,1,0.33,680785.0,49072.0,RepKirkpatrick
265,269,Klobuchar,Amy,MN,-1,0.5,0.5,22091,1,1,5234815.0,65699.0,SenAmyKlobuchar
266,270,Krishnamoorthi,Raja,IL,-1,-0.5,-0.5,17288,-1,1,607320.0,67745.0,congressmanraja
267,271,Kuster,Ann,NH,-1,-0.5,0.5,23449,1,1,642445.0,70524.0,RepAnnieKuster
268,272,Kustoff,David,TN,1,-0.5,-0.5,19764,1,1,695955.0,54145.0,repdavidkustoff
269,273,LaHood,Darin,IL,1,-0.5,-0.5,19128,1,1,698930.0,60857.0,RepLaHood
270,274,LaMalfa,Doug,CA,1,-0.5,-0.5,22053,1,1,682190.0,47488.0,RepLaMalfa
271,275,Lamb,Conor,PA,-1,-0.5,-0.5,13292,1,-1,698069.0,0.0,RepConorLamb
272,276,Lamborn,Doug,CO,1,-0.5,-0.5,24284,1,1,737480.0,62372.0,RepDLamborn
273,277,Langevin,James,RI,-1,-0.5,-0.5,20663,1,1,500420.0,63976.0,JimLangevin
274,278,Lankford,James,OK,1,0.5,-0.5,19251,1,-0.33,3725970.0,49767.0,SenatorLankford
275,279,Larsen,Rick,WA,-1,-0.5,-0.5,20244,1,1,659865.0,65187.0,RepRickLarsen
276,280,Larson,John,CT,-1,-0.5,-0.5,26416,1,1,664790.0,70215.0,RepJohnLarson
277,281,Latta,Robert,OH,1,-0.5,-0.5,23589,1,1,716710.0,57171.0,boblatta
278,282,Lawrence,Brenda,MI,-1,-0.5,0.5,24137,-0.5,1,660515.0,42695.0,RepLawrence
279,283,Lawson,Al,FL,-1,-0.5,-0.5,26353,-0.5,1,692450.0,40932.0,RepAlLawsonJr
280,284,Leahy,Patrick,VT,-1,0.5,-0.5,29451,1,-0.33,613910.0,57808.0,SenatorLeahy
281,285,Lee,Barbara,CA,-1,-0.5,0.5,27153,-0.5,1,640105.0,73601.0,RepBarbaraLee
282,286,Lee,Susie,NV,-1,-0.5,0.5,19734,1,0.33,688880.0,68396.0,RepSusieLee
283,287,Lee,Mike,UT,1,0.5,-0.5,18064,1,-0.33,2794015.0,65325.0,SenMikeLee
284,288,Lesko,Debbie,AZ,1,-0.5,0.5,22649,1,1,723400.0,61754.0,RepDLesko
285,289,Levin,Andy,MI,-1,-0.5,-0.5,22014,1,0.33,683705.0,56582.0,RepAndyLevin
286,290,Levin,Mike,CA,-1,-0.5,-0.5,15369,0,0.33,669725.0,80877.0,RepMikeLevin
287,291,Lewis,John,GA,-1,-0.5,-0.5,29490,-0.5,1,693925.0,48269.0,RepJohnLewis
288,292,Lieu,Ted,CA,-1,-0.5,-0.5,18861,-1,1,650100.0,101956.0,RepTedLieu
289,293,Lipinski,Daniel,IL,-1,-0.5,-0.5,19849,1,1,647710.0,66270.0,RepLipinski
290,294,Loebsack,David,IA,-1,-0.5,-0.5,24801,1,1,752465.0,52150.0,DaveLoebsack
291,295,Lofgren,Zoe,CA,-1,-0.5,0.5,26630,1,1,630895.0,93139.0,RepZoeLofgren
292,296,Long,Billy,MO,1,-0.5,-0.5,23840,1,1,749240.0,44619.0,USRepLong
293,297,Loudermilk,Barry,GA,1,-0.5,-0.5,20785,1,1,680000.0,69610.0,RepLoudermilk
294,298,Lowenthal,Alan,CA,-1,-0.5,-0.5,29109,1,1,622865.0,65450.0,RepLowenthal
295,299,Lowey,Nita,NY,-1,-0.5,0.5,30451,1,1,652005.0,94451.0,NitaLowey
296,300,Lucas,Frank,OK,1,-0.5,-0.5,22231,1,1,747915.0,47724.0,RepFrankLucas
297,301,Luetkemeyer,Blaine,MO,1,-0.5,-0.5,25031,1,1,759400.0,61929.0,RepBlaine
298,302,Lujan,Ben,NM,-1,-0.5,-0.5,17695,0,1,663825.0,49210.0,RepBenRayLujan
299,303,Luria,Elaine,VA,-1,-0.5,0.5,16531,1,-1,712635.0,66953.0,RepElaineLuria
300,304,Lynch,Stephen,MA,-1,-0.5,-0.5,23973,1,1,705680.0,82333.0,RepStephenLynch
301,305,Malinowski,Tom,NJ,-1,-0.5,-0.5,20144,1,-1,688390.0,106896.0,RepMalinowski
302,306,Maloney,Carolyn,NY,-1,-0.5,0.5,27300,1,1,624705.0,100281.0,RepMaloney
303,307,Maloney,Sean,NY,-1,-0.5,-0.5,19834,1,1,686265.0,80493.0,RepSeanMaloney
304,308,Manchin,Joe,WV,-1,0.5,-0.5,26749,1,1,1831855.0,44061.0,Sen_JoeManchin
305,309,Marchant,Kenny,TX,1,-0.5,-0.5,25470,1,1,650200.0,70454.0,RepKenMarchant
306,310,Markey,Edward,MA,-1,0.5,-0.5,27158,1,-0.33,6234915.0,74167.0,SenMarkey
307,311,Marshall,Roger,KS,1,-0.5,-0.5,22015,1,1,678245.0,48156.0,RepMarshall
308,312,Massie,Thomas,KY,1,-0.5,-0.5,18206,1,1,731055.0,60912.0,RepThomasMassie
309,313,Mast,Brian,FL,1,-0.5,-0.5,14740,0,1,682745.0,54913.0,repbrianmast
310,314,Matsui,Doris,CA,-1,-0.5,0.5,27812,-1,1,654205.0,51932.0,DorisMatsui
311,315,McAdams,Ben,UT,-1,-0.5,-0.5,16784,1,-1,707300.0,68711.0,RepBenMcAdams
312,316,McBath,Lucy,GA,-1,-0.5,0.5,22084,-0.5,-1,641380.0,87139.0,replucymcbath
313,317,McCarthy,Kevin,CA,1,-0.5,-0.5,20384,1,1,674330.0,54437.0,GOPLeader
314,318,McCaul,Michael,TX,1,-0.5,-0.5,21492,1,1,705310.0,73476.0,RepMcCaul
315,319,McClintock,Tom,CA,1,-0.5,-0.5,23506,1,1,690565.0,74074.0,RepMcClintock
316,320,McCollum,Betty,MN,-1,-0.5,0.5,24235,1,1,648390.0,66175.0,BettyMcCollum04
317,321,McConnell,Mitch,KY,1,0.5,-0.5,28760,1,-0.33,4314920.0,46535.0,McConnellPress
318,322,McEachin,A.,VA,-1,-0.5,-0.5,21588,-0.5,1,734400.0,54607.0,RepMcEachin
319,323,McGovern,James,MA,-1,-0.5,-0.5,22278,1,1,696955.0,64868.0,RepMcGovern
320,324,McHenry,Patrick,NC,1,-0.5,-0.5,16463,1,1,721990.0,46508.0,PatrickMcHenry
321,325,McKinley,David,WV,1,-0.5,-0.5,26898,1,1,611095.0,45611.0,RepMcKinley
322,326,McMorris Rodgers,Cathy,WA,1,-0.5,0.5,18807,1,1,669340.0,51697.0,CathyMcMorris
323,327,McNerney,Jerry,CA,-1,-0.5,-0.5,25355,1,1,650890.0,61454.0,RepMcNerney
324,328,McSally,Martha,AZ,1,0.5,0.5,19964,1,-0.33,6192380.0,53510.0,SenMcSallyAZ
325,329,Meadows,Mark,NC,1,-0.5,-0.5,22393,1,1,721835.0,43855.0,RepMarkMeadows
326,330,Meeks,Gregory,NY,-1,-0.5,-0.5,24525,-0.5,1,653825.0,66529.0,RepGregoryMeeks
327,331,Menendez,Robert,NJ,-1,0.5,-0.5,24427,0,1,8019215.0,76475.0,SenatorMenendez
328,332,Meng,Grace,NY,-1,-0.5,0.5,16484,-1,1,575660.0,61956.0,RepGraceMeng
329,333,Merkley,Jeff,OR,-1,0.5,-0.5,23400,1,-0.33,3753590.0,56119.0,SenJeffMerkley
330,334,Meuser,Daniel,PA,1,-0.5,-0.5,20735,1,0.33,698087.0,0.0,RepMeuser
331,335,Miller,Carol,WV,1,-0.5,0.5,25581,1,0.33,600945.0,37728.0,RepCarolMiller
332,336,Mitchell,Paul,MI,1,-0.5,-0.5,21743,1,1,696715.0,60934.0,RepPaulMitchell
333,337,Moolenaar,John,MI,1,-0.5,-0.5,21743,1,1,694060.0,48434.0,RepMoolenaar
334,338,Mooney,Alex,WV,1,-0.5,-0.5,18063,0,1,619815.0,48358.0,RepAlexMooney
335,339,Moore,Gwen,WI,-1,-0.5,0.5,25416,-0.5,1,672620.0,41816.0,RepGwenMoore
336,340,Moran,Jerry,KS,1,0.5,-0.5,24279,1,-0.33,2771385.0,55477.0,JerryMoran
337,341,Morelle,Joseph,NY,-1,-0.5,-0.5,23213,1,0.33,694650.0,53723.0,RepJoeMorelle
338,342,Moulton,Seth,MA,-1,-0.5,-0.5,15365,1,1,712620.0,84913.0,teammoulton
339,343,Mucarsel-Powell,Debbie,FL,-1,-0.5,0.5,18201,0,-1,613525.0,54453.0,RepDMP
340,344,Mullin,Markwayne,OK,1,-0.5,-0.5,15820,0.5,1,738850.0,40770.0,RepMullin
341,345,Murkowski,Lisa,AK,1,0.5,0.5,23190,1,-0.33,712745.0,76114.0,LisaMurkowski
342,346,Murphy,Christopher,CT,-1,0.5,-0.5,17273,1,1,3333940.0,73781.0,senmurphyoffice
343,347,Murphy,Stephanie,FL,-1,-0.5,0.5,15403,-1,1,696785.0,57146.0,RepStephMurphy
344,348,Murray,Patty,WA,-1,0.5,0.5,25605,1,-0.33,6564110.0,66174.0,PattyMurray
345,349,Nadler,Jerrold,NY,-1,-0.5,-0.5,26821,1,1,618050.0,85756.0,RepJerryNadler
346,350,Napolitano,Grace,CA,-1,-0.5,0.5,30664,0,1,603855.0,67101.0,GraceNapolitano
347,351,Neal,Richard,MA,-1,-0.5,-0.5,26209,1,1,707070.0,55716.0,RepRichardNeal
348,352,Neguse,Joe,CO,-1,-0.5,-0.5,13337,-0.5,0.33,740025.0,75659.0,RepJoeNeguse
349,353,Newhouse,Dan,WA,1,-0.5,-0.5,23872,1,1,619980.0,52484.0,RepNewhouse
350,354,Norcross,Donald,NJ,-1,-0.5,-0.5,22620,1,1,700485.0,68208.0,DonaldNorcross
351,355,Norman,Ralph,SC,1,-0.5,-0.5,24622,1,1,674325.0,48743.0,RepRalphNorman
352,356,Norton,Eleanor,DC,-1,-0.5,0.5,30473,0,0,0.0,0.0,EleanorNorton
353,357,Nunes,Devin,CA,1,-0.5,-0.5,17214,1,1,662435.0,56524.0,RepDevinNunes
354,358,O'Halleran,Tom,AZ,-1,-0.5,-0.5,27326,1,1,709770.0,50537.0,repohalleran
355,359,Ocasio-Cortez,Alexandria,NY,-1,-0.5,0.5,11358,0,-1,540950.0,53512.0,RepAOC
356,360,Olson,Pete,TX,1,-0.5,-0.5,21163,1,1,722835.0,87901.0,RepPeteOlson
357,361,Omar,Ilhan,MN,-1,-0.5,0.5,13924,-0.5,0.33,636825.0,59115.0,Ilhan
358,362,Palazzo,Steven,MS,1,-0.5,-0.5,18532,1,1,747545.0,45192.0,CongPalazzo
359,363,Pallone,Frank,NJ,-1,-0.5,-0.5,25221,1,1,638160.0,79229.0,FrankPallone
360,364,Palmer,Gary,AL,1,-0.5,-0.5,24294,1,1,673110.0,61413.0,USRepGaryPalmer
361,365,Panetta,Jimmy,CA,-1,-0.5,-0.5,18675,1,1,596880.0,67419.0,RepJimmyPanetta
362,366,Pappas,Chris,NH,-1,-0.5,-0.5,14776,1,0.33,648965.0,71277.0,RepChrisPappas
363,367,Pascrell,Bill,NJ,-1,-0.5,-0.5,30612,1,1,630465.0,64964.0,BillPascrell
364,368,Paul,Rand,KY,1,0.5,-0.5,21134,1,-0.33,4314920.0,46535.0,RandPaul
365,369,Payne,Donald,NJ,-1,-0.5,-0.5,22616,-0.5,1,645270.0,50100.0,RepDonaldPayne
366,370,Pelosi,Nancy,CA,-1,-0.5,0.5,29456,1,1,642175.0,105918.0,SpeakerPelosi
367,371,Pence,Greg,IN,1,-0.5,-0.5,23379,1,0.33,706690.0,51033.0,RepGregPence
368,372,Perdue,David,GA,1,0.5,-0.5,25910,1,-0.33,9507600.0,52977.0,sendavidperdue
369,373,Perlmutter,Ed,CO,-1,-0.5,-0.5,24672,1,1,715950.0,66063.0,RepPerlmutter
370,374,Perry,Scott,PA,1,-0.5,-0.5,21359,1,1,698554.0,0.0,RepScottPerry
371,375,Peters,Scott,CA,-1,-0.5,-0.5,22799,1,1,667510.0,90854.0,RepScottPeters
372,376,Peters,Gary,MI,-1,0.5,-0.5,22632,1,-0.33,9601980.0,52668.0,SenGaryPeters
373,378,Phillips,Dean,MN,-1,-0.5,-0.5,18929,1,-1,659750.0,84689.0,RepDeanPhillips
374,379,Pingree,Chellie,ME,-1,-0.5,0.5,23971,1,1,660215.0,61173.0,ChelliePingree
375,380,Plaskett,Stacey,VI,-1,-0.5,0.5,19912,0,0,0.0,0.0,staceyplaskett
376,381,Pocan,Mark,WI,-1,-0.5,-0.5,20549,1,1,710080.0,65589.0,RepMarkPocan
377,382,Porter,Katie,CA,-1,-0.5,0.5,17120,1,-1,660030.0,97356.0,RepKatiePorter
378,383,Portman,Robert,OH,1,0.5,-0.5,23710,1,-0.33,11348025.0,52407.0,SenRobPortman
379,384,Posey,Bill,FL,1,-0.5,-0.5,26633,1,1,695070.0,50752.0,CongBillPosey
380,385,Pressley,Ayanna,MA,-1,-0.5,0.5,17089,-0.5,-1,636625.0,60873.0,RepPressley
381,386,Price,David,NC,-1,-0.5,-0.5,29312,1,1,731965.0,70587.0,RepDavidEPrice
382,387,Quigley,Mike,IL,-1,-0.5,-0.5,22677,1,1,662430.0,80269.0,RepMikeQuigley
383,388,Raskin,Jamie,MD,-1,-0.5,-0.5,21159,1,1,664065.0,98991.0,repraskin
384,389,Ratcliffe,John,TX,1,-0.5,-0.5,20117,1,1,691220.0,52481.0,RepRatcliffe
385,390,Reed,Tom,NY,1,-0.5,-0.5,17897,1,1,694140.0,48730.0,RepTomReed
386,391,Reed,John,RI,-1,0.5,-0.5,25938,1,-0.33,986560.0,61043.0,SenJackReed
387,392,Reschenthaler,Guy,PA,1,-0.5,-0.5,13729,1,0.33,693644.0,0.0,GReschenthaler
388,393,Rice,Tom,SC,1,-0.5,-0.5,23116,1,1,671790.0,43146.0,RepTomRice
389,394,Rice,Kathleen,NY,-1,-0.5,0.5,20364,1,1,654400.0,100178.0,RepKathleenRice
390,395,Richmond,Cedric,LA,-1,-0.5,-0.5,17232,-0.5,1,752895.0,36798.0,RepRichmond
391,396,Riggleman,Denver,VA,1,-0.5,-0.5,18508,1,0.33,713215.0,52237.0,RepRiggleman
392,397,Risch,James,ID,1,0.5,-0.5,28323,1,-0.33,1574200.0,50985.0,SenatorRisch
393,398,Roberts,Pat,KS,1,0.5,-0.5,30892,1,-0.33,2771385.0,55477.0,SenPatRoberts
394,399,Roby,Martha,AL,1,-0.5,0.5,16184,1,1,671185.0,42035.0,RepMarthaRoby
395,400,Roe,David,TN,1,-0.5,-0.5,27513,1,1,698495.0,41006.0,DrPhilRoe
396,401,Rogers,Harold,KY,1,-0.5,-0.5,30272,1,1,707830.0,30585.0,RepHalRogers
397,402,Rogers,Mike,AL,1,-0.5,-0.5,22770,1,1,687545.0,46544.0,RepMikeRogersAL
398,403,Romney,Mitt,UT,1,0.5,-0.5,26914,1,0.33,2794015.0,65325.0,SenatorRomney
399,404,Rooney,Francis,FL,1,-0.5,-0.5,24455,1,1,688235.0,54812.0,RepRooney
400,405,Rose,Max,NY,-1,-0.5,-0.5,12408,1,-1,653305.0,71072.0,RepMaxRose
401,406,Rose,John,TN,1,-0.5,-0.5,20356,1,0.33,722305.0,50731.0,RepJohnRose
402,407,Rosen,Jacky,NV,-1,0.5,0.5,23118,1,-1,2547140.0,55434.0,SenJackyRosen
403,408,Rouda,Harley,CA,-1,-0.5,-0.5,21527,1,-1,656895.0,88903.0,RepHarley
404,409,Rounds,Mike,SD,1,0.5,-0.5,24131,1,-0.33,833720.0,54126.0,SenatorRounds
405,410,Rouzer,David,NC,1,-0.5,-0.5,17807,1,1,733585.0,45002.0,RepDavidRouzer
406,411,Roy,Chip,TX,1,-0.5,-0.5,17634,1,0.33,720115.0,68987.0,RepChipRoy
407,412,Roybal-Allard,Lucille,CA,-1,-0.5,0.5,29013,0,1,513225.0,42902.0,RepRoybalAllard
408,413,Rubio,Marco,FL,1,0.5,-0.5,18071,0,-0.33,18101505.0,50883.0,SenRubioPress
409,414,Ruiz,Raul,CA,-1,-0.5,-0.5,17616,0,1,637385.0,44567.0,CongressmanRuiz
410,415,Ruppersberger,C.,MD,-1,-0.5,-0.5,27319,1,1,706580.0,69128.0,Call_Me_Dutch
411,416,Rush,Bobby,IL,-1,-0.5,-0.5,27023,-0.5,1,684775.0,50523.0,RepBobbyRush
412,417,Rutherford,John,FL,1,-0.5,-0.5,24913,1,1,717255.0,68229.0,RepRutherfordFL
413,418,Ryan,Tim,OH,-1,-0.5,-0.5,17291,1,1,696855.0,42430.0,RepTimRyan
414,419,Sablan,Gregorio,MP,-1,-0.5,-0.5,24044,0,0,0.0,0.0,Kilili_Sablan
415,420,Sanchez,Linda,CA,-1,-0.5,0.5,18921,0,1,625175.0,66421.0,RepLindaSanchez
416,421,Sanders,Bernard,VT,0,0.5,-0.5,28925,1,1,613910.0,57808.0,SenSanders
417,422,Sarbanes,John,MD,-1,-0.5,-0.5,21364,1,1,693445.0,83620.0,RepSarbanes
418,423,Sasse,Benjamin,NE,1,0.5,-0.5,17801,1,-0.33,1799310.0,56675.0,SenSasse
419,424,Scalise,Steve,LA,1,-0.5,-0.5,20131,1,1,762895.0,56938.0,SteveScalise
420,425,Scanlon,Mary,PA,-1,-0.5,0.5,22360,1,0.33,675299.0,0.0,RepMGS
421,426,Schakowsky,Janice,IL,-1,-0.5,0.5,27934,1,1,640635.0,67084.0,JanSchakowsky
422,427,Schatz,Brian,HI,-1,0.5,-0.5,17560,1,-0.33,1303955.0,74923.0,SenBrianSchatz
423,428,Schiff,Adam,CA,-1,-0.5,-0.5,22063,1,1,600475.0,63940.0,RepAdamSchiff
424,429,Schneider,Bradley,IL,-1,-0.5,-0.5,21639,1,1,627430.0,74971.0,repschneider
425,430,Schrader,Kurt,OR,-1,-0.5,-0.5,25232,1,1,748460.0,60395.0,RepSchrader
426,431,Schrier,Kim,WA,-1,-0.5,0.5,19079,1,0.33,666200.0,79516.0,RepKimSchrier
427,432,Schumer,Charles,NY,-1,0.5,-0.5,25562,1,-0.33,17677055.0,62765.0,SenSchumer
428,433,Schweikert,David,AZ,1,-0.5,-0.5,21444,1,1,696790.0,67830.0,RepDavid
429,434,Scott,Robert,VA,-1,-0.5,-0.5,26865,-0.5,1,719895.0,51794.0,BobbyScott
430,435,Scott,David,GA,-1,-0.5,-0.5,27537,-0.5,1,684200.0,57342.0,RepDavidScott
431,436,Scott,Rick,FL,1,0.5,-0.5,24823,1,-1,18101505.0,50883.0,SenRickScott
432,437,Scott,Austin,GA,1,-0.5,-0.5,18605,1,1,682145.0,44360.0,AustinScottGA08
433,438,Scott,Tim,SC,1,0.5,-0.5,20148,-0.5,-0.33,4694715.0,48781.0,SenatorTimScott
434,439,Sensenbrenner,F.,WI,1,-0.5,-0.5,28281,1,1,702210.0,68162.0,JimPressOffice
435,440,Serrano,Jose,NY,-1,-0.5,-0.5,28149,0,1,590245.0,29234.0,RepJoseSerrano
436,441,Sewell,Terri,AL,-1,-0.5,0.5,20409,-0.5,1,662645.0,34664.0,RepTerriSewell
437,442,Shaheen,Jeanne,NH,-1,0.5,0.5,26957,1,-0.33,1291410.0,71305.0,SenatorShaheen
438,443,Shalala,Donna,FL,-1,-0.5,0.5,29131,1,0.33,556235.0,51958.0,RepShalala
439,444,Shelby,Richard,AL,1,0.5,-0.5,31607,1,-0.33,4734505.0,46472.0,SenShelby
440,445,Sherman,Brad,CA,-1,-0.5,-0.5,24131,1,1,651345.0,76778.0,BradSherman
441,446,Sherrill,Mikie,NJ,-1,-0.5,0.5,17835,1,0.33,694685.0,108260.0,RepSherrill
442,447,Shimkus,John,IL,1,-0.5,-0.5,22915,1,1,696530.0,49927.0,RepShimkus
443,448,Simpson,Michael,ID,1,-0.5,-0.5,25638,1,1,762650.0,51294.0,CongMikeSimpson
444,449,Sinema,Kyrsten,AZ,-1,0.5,0.5,16199,1,0.33,6192380.0,53510.0,SenatorSinema
445,450,Sires,Albio,NJ,-1,-0.5,-0.5,25498,0,1,574780.0,57391.0,RepSires
446,451,Slotkin,Elissa,MI,-1,-0.5,0.5,16201,1,-1,694265.0,66495.0,RepSlotkin
447,452,Smith,Tina,MN,-1,0.5,0.5,22904,1,1,5234815.0,65699.0,RepChrisSmith
448,453,Smith,Adam,WA,-1,-0.5,-0.5,20244,1,1,608730.0,75407.0,RepAdrianSmith
449,454,Smith,Adrian,NE,1,-0.5,-0.5,18231,1,1,586185.0,50985.0,RepAdamSmith
450,455,Smith,Jason,MO,1,-0.5,-0.5,14764,1,1,740015.0,40639.0,RepJasonSmith
451,456,Smith,Christopher,NJ,1,-0.5,-0.5,24730,1,1,699475.0,78511.0,SenTinaSmith
452,457,Smucker,Lloyd,PA,1,-0.5,-0.5,20753,1,1,708533.0,0.0,RepSmucker
453,458,Soto,Darren,FL,-1,-0.5,-0.5,15606,0,1,714440.0,49899.0,RepDarrenSoto
454,459,Spanberger,Abigail,VA,-1,-0.5,0.5,15078,1,-1,725995.0,73580.0,RepSpanberger
455,460,Spano,Ross,FL,1,-0.5,-0.5,19848,1,0.33,703740.0,53784.0,RepRossSpano
456,461,Speier,Jackie,CA,-1,-0.5,0.5,25755,1,1,628140.0,103850.0,RepSpeier
457,462,Stabenow,Debbie,MI,-1,0.5,0.5,25770,1,1,9601980.0,52668.0,SenStabenow
458,463,Stanton,Greg,AZ,-1,-0.5,-0.5,18517,1,0.33,687315.0,55349.0,RepGregStanton
459,464,Stauber,Pete,MN,1,-0.5,-0.5,19915,1,0.33,657900.0,53676.0,RepPeteStauber
460,465,Stefanik,Elise,NY,1,-0.5,0.5,13287,1,1,704000.0,52350.0,RepStefanik
461,466,Steil,Bryan,WI,1,-0.5,-0.5,14504,1,0.33,696010.0,61589.0,RepBryanSteil
462,467,Steube,Greg,FL,1,-0.5,-0.5,15523,1,0.33,687455.0,45508.0,RepGregSteube
463,468,Stevens,Haley,MI,-1,-0.5,0.5,13661,1,0.33,673925.0,79805.0,RepHaleyStevens
464,469,Stewart,Chris,UT,1,-0.5,-0.5,22040,1,1,680315.0,60700.0,RepChrisStewart
465,470,Stivers,Steve,OH,1,-0.5,-0.5,20327,1,1,726345.0,61514.0,RepSteveStivers
466,471,Sullivan,Dan,AK,1,0.5,-0.5,20458,1,-0.33,712745.0,76114.0,SenDanSullivan
467,472,Suozzi,Thomas,NY,-1,-0.5,-0.5,21263,1,1,672660.0,111504.0,RepTomSuozzi
468,473,Swalwell,Eric,CA,-1,-0.5,-0.5,14611,1,1,640280.0,106291.0,RepSwalwell
469,474,Takano,Mark,CA,-1,-0.5,-0.5,21892,-1,1,636580.0,62069.0,RepMarkTakano
470,475,Taylor,Van,TX,1,-0.5,-0.5,17640,1,0.33,709045.0,88619.0,RepVanTaylor
471,476,Tester,Jon,MT,-1,0.5,-0.5,23464,1,1,1013805.0,50801.0,SenatorTester
472,477,Thompson,Glenn,PA,1,-0.5,-0.5,22394,1,1,688119.0,0.0,RepThompson
473,478,Thompson,Bennie,MS,-1,-0.5,-0.5,26592,-0.5,1,716340.0,34392.0,BennieGThompson
474,479,Thompson,Mike,CA,-1,-0.5,-0.5,25500,1,1,649765.0,73006.0,CongressmanGT
475,480,Thornberry,Mac,TX,1,-0.5,-0.5,22771,1,1,661255.0,50150.0,MacTXPress
476,481,Thune,John,SD,1,0.5,-0.5,21864,1,-0.33,833720.0,54126.0,SenJohnThune
477,482,Tillis,Thom,NC,1,0.5,-0.5,21994,1,-0.33,9445115.0,50320.0,senthomtillis
478,483,Timmons,William,SC,1,-0.5,-0.5,13350,1,0.33,665895.0,51718.0,RepTimmons
479,484,Tipton,Scott,CO,1,-0.5,-0.5,23384,1,1,697295.0,50817.0,RepTipton
480,485,Titus,Dina,NV,-1,-0.5,0.5,25746,1,1,554245.0,38000.0,RepDinaTitus
481,486,Tlaib,Rashida,MI,-1,-0.5,0.5,16187,1,0.33,660370.0,33995.0,RepRashida
482,487,Tonko,Paul,NY,-1,-0.5,-0.5,26085,1,1,699020.0,64226.0,RepPaulTonko
483,488,Toomey,Patrick,PA,1,0.5,-0.5,21550,1,-0.33,12390675.0,56951.0,SenToomey
484,489,Torres,Norma,CA,-1,-0.5,0.5,20316,0,1,601835.0,57159.0,NormaJTorres
485,490,Torres Small,Xochitl,NM,-1,-0.5,0.5,13151,0,0.33,644560.0,41797.0,RepTorresSmall
486,491,Trahan,Lori,MA,-1,-0.5,0.5,17188,1,0.33,695185.0,77995.0,RepLoriTrahan
487,492,Trone,David,MD,-1,-0.5,-0.5,23799,1,0.33,681490.0,75774.0,repdavidtrone
488,493,Turner,Michael,OH,1,-0.5,-0.5,22226,1,1,705675.0,49988.0,RepMikeTurner
489,494,Udall,Tom,NM,-1,0.5,-0.5,26481,1,-0.33,1954250.0,46718.0,SenatorTomUdall
490,495,Underwood,Lauren,IL,-1,-0.5,0.5,12463,-0.5,-1,695550.0,90345.0,RepUnderwood
491,496,Upton,Fred,MI,1,-0.5,-0.5,24680,1,1,694955.0,51477.0,RepFredUpton
492,497,Van Drew,Jefferson,NJ,-1,-0.5,-0.5,24739,1,0.33,691390.0,60756.0,CongressmanJVD
493,498,Van Hollen,Chris,MD,-1,0.5,-0.5,22592,1,-0.33,5517145.0,78916.0,ChrisVanHollen
494,499,Vargas,Juan,CA,-1,-0.5,-0.5,21805,0,1,591345.0,46639.0,RepJuanVargas
495,500,Veasey,Marc,TX,-1,-0.5,-0.5,18216,-0.5,1,532215.0,38445.0,RepVeasey
496,501,Vela,Filemon,TX,-1,-0.5,-0.5,21097,0,1,618805.0,37989.0,RepFilemonVela
497,502,Velazquez,Nydia,NY,-1,-0.5,0.5,24706,0,1,598300.0,55207.0,NydiaVelazquez
498,503,Visclosky,Peter,IN,-1,-0.5,-0.5,26029,1,1,698475.0,56370.0,RepVisclosky
499,504,Wagner,Ann,MO,1,-0.5,0.5,21250,1,1,737410.0,79724.0,RepAnnWagner
500,505,Walberg,Tim,MI,1,-0.5,-0.5,25422,1,1,695940.0,56427.0,RepWalberg
501,506,Walden,Greg,OR,1,-0.5,-0.5,23322,1,1,756525.0,49837.0,RepGregWalden
502,507,Walker,Mark,NC,1,-0.5,-0.5,18809,1,1,717700.0,47335.0,RepMarkWalker
503,508,Walorski,Jackie,IN,1,-0.5,0.5,20912,1,1,695045.0,51292.0,RepWalorski
504,509,Waltz,Michael,FL,1,-0.5,-0.5,17092,1,0.33,706230.0,46882.0,RepMichaelWaltz
