,lastName,firstName,state,party,chamber,gender,birthday,raceEthnicity,pre2018incumbent,citizenPopulation,medianHouseholdIncome,TweetCongress,reliability,tweets
206,Hawley,Joshua,MO,1,0.5,-0.5,14935,1.0,-1.0,5930025.0,51542.0,senhawleypress,0.6046511627906976,180.0
207,Hayes,Jahana,CT,-1,-0.5,0.5,17424,-0.5,0.33,664980.0,68904.0,repjahanahayes,0.7462686567164178,168.0
208,Heck,Denny,WA,-1,-0.5,-0.5,24951,1.0,1.0,678135.0,62206.0,repdennyheck,0.8743961352657005,233.0
209,Heinrich,Martin,NM,-1,0.5,-0.5,17932,1.0,1.0,1954250.0,46718.0,martinheinrich,0.795,241.0
210,Hern,Kevin,OK,1,-0.5,-0.5,21536,1.0,0.33,741015.0,52319.0,repkevinhern,0.7272727272727273,42.0
211,Herrera Beutler,Jaime,WA,1,-0.5,0.5,15358,0.0,1.0,670310.0,61304.0,herrerabeutler,0.8943661971830986,157.0
212,Hice,Jody,GA,1,-0.5,-0.5,22127,1.0,1.0,698745.0,51532.0,congressmanhice,0.6416666666666667,163.0
213,Higgins,Clay,LA,1,-0.5,-0.5,21638,1.0,1.0,760695.0,44668.0,repbrianhiggins,0.8360128617363344,362.0
214,Higgins,Brian,NY,-1,-0.5,-0.5,22326,1.0,1.0,686395.0,47358.0,repclayhiggins,0.8,30.0
215,Hill,French,AR,1,-0.5,-0.5,23361,1.0,1.0,735830.0,49498.0,repkatiehill,0.7719298245614035,70.0
216,Hill,Katie,CA,-1,-0.5,0.5,12141,1.0,-1.0,656050.0,75367.0,repfrenchhill,0.92,324.0
217,Himes,James,CT,-1,-0.5,-0.5,19862,1.0,1.0,646375.0,94862.0,jahimes,0.725,102.0
218,Hirono,Mazie,HI,-1,0.5,0.5,26681,-1.0,1.0,1303955.0,74923.0,maziehirono,0.8085106382978723,224.0
219,Hoeven,John,ND,1,0.5,-0.5,23263,1.0,-0.33,721470.0,61285.0,senjohnhoeven,0.8627450980392157,116.0
220,Holding,George,NC,1,-0.5,-0.5,19210,1.0,1.0,758085.0,65792.0,repholding,0.75,35.0
221,Hollingsworth,Trey,IN,1,-0.5,-0.5,13584,1.0,1.0,720475.0,55078.0,reptrey,0.7560975609756098,102.0
222,Horn,Kendra,OK,-1,-0.5,0.5,16146,1.0,-1.0,737920.0,49616.0,repkendrahorn,0.8406593406593407,211.0
223,Horsford,Steven,NV,-1,-0.5,-0.5,17372,-0.5,0.33,656295.0,55712.0,rephorsford,0.90625,350.0
224,Houlahan,Chrissy,PA,-1,-0.5,0.5,19527,1.0,0.33,679842.0,0.0,rephoulahan,0.8395061728395061,282.0
225,Hoyer,Steny,MD,-1,-0.5,-0.5,29745,1.0,1.0,713485.0,95442.0,leaderhoyer,0.6428571428571428,304.0
226,Hudson,Richard,NC,1,-0.5,-0.5,17914,1.0,1.0,733695.0,50570.0,reprichhudson,0.9259259259259259,174.0
227,Huffman,Jared,CA,-1,-0.5,-0.5,20730,1.0,1.0,660390.0,66604.0,rephuffman,0.736842105263158,312.0
228,Huizenga,Bill,MI,1,-0.5,-0.5,18921,1.0,1.0,701475.0,52919.0,rephuizenga,0.9108910891089109,110.0
229,Hunter,Duncan,CA,1,-0.5,-0.5,16054,1.0,1.0,657385.0,71692.0,rep_hunter,0.0,0.0
230,Hurd,Will,TX,1,-0.5,-0.5,15799,-0.5,1.0,662600.0,51293.0,hurdonthehill,0.7964601769911503,136.0
231,Hyde-Smith,Cindy,MS,1,0.5,0.5,22475,1.0,1.0,2946760.0,42009.0,senhydesmith,0.8421052631578947,198.0
232,Inhofe,James,OK,1,0.5,-0.5,31415,1.0,-0.33,3725970.0,49767.0,jiminhofe,0.9012345679012346,267.0
233,Isakson,John,GA,1,0.5,-0.5,27721,1.0,-0.33,9507600.0,52977.0,senatorisakson,0.9523809523809523,66.0
234,Jackson Lee,Sheila,TX,-1,-0.5,0.5,25880,-0.5,1.0,637240.0,42662.0,jacksonleetx18,0.8728070175438596,257.0
235,Jayapal,Pramila,WA,-1,-0.5,0.5,20149,-1.0,1.0,669620.0,84579.0,repjayapal,0.7162790697674419,276.0
236,Jeffries,Hakeem,NY,-1,-0.5,-0.5,18371,-0.5,1.0,664565.0,51634.0,repjeffries,0.7032967032967032,236.0
237,Johnson,Ron,WI,1,0.5,-0.5,23968,1.0,-0.33,5599335.0,56759.0,senronjohnson,0.7634408602150538,115.0
238,Johnson,Mike,LA,1,-0.5,-0.5,17827,1.0,1.0,748995.0,39748.0,repmikejohnson,0.825136612021858,215.0
239,Johnson,Eddie,TX,-1,-0.5,0.5,31034,-0.5,1.0,652185.0,44689.0,repebj,0.7936507936507937,152.0
240,Johnson,Bill,OH,1,-0.5,-0.5,24117,1.0,1.0,703545.0,46839.0,repbilljohnson,0.8134328358208955,159.0
241,Johnson,Henry,GA,-1,-0.5,-0.5,24156,-0.5,1.0,667990.0,51686.0,rephankjohnson,0.7914110429447853,197.0
242,Johnson,Dusty,SD,1,-0.5,-0.5,16122,1.0,0.33,833720.0,54467.0,repdustyjohnson,0.8172043010752688,110.0
243,Jones,Doug,AL,-1,0.5,-0.5,24307,1.0,-1.0,4734505.0,46472.0,sendougjones,0.8809523809523809,282.0
244,Jones,Walter,NC,1,-0.5,-0.5,28408,1.0,1.0,729465.0,47565.0,repwalterjones,0.8421052631578947,22.0
245,Jordan,Jim,OH,1,-0.5,-0.5,20731,1.0,1.0,706585.0,52632.0,jim_jordan,0.5576923076923077,75.0
246,Joyce,John,PA,1,-0.5,-0.5,23296,1.0,0.33,695469.0,0.0,repjohnjoyce,0.8181818181818181,143.0
247,Joyce,David,OH,1,-0.5,-0.5,23259,1.0,1.0,704510.0,63362.0,repdavejoyce,0.9315068493150684,234.0
248,Kaptur,Marcy,OH,-1,-0.5,0.5,27185,1.0,1.0,698945.0,41417.0,repmarcykaptur,0.7819548872180451,162.0
249,Katko,John,NY,1,-0.5,-0.5,21196,1.0,1.0,694615.0,56388.0,repjohnkatko,0.8740157480314961,143.0
250,Keating,William,MA,-1,-0.5,-0.5,24912,1.0,1.0,707605.0,68173.0,usrepkeating,0.75,75.0
251,Kelly,Robin,IL,-1,-0.5,0.5,23580,-0.5,1.0,679700.0,48417.0,mikekellypa,0.8220338983050848,139.0
252,Kelly,Mike,PA,1,-0.5,-0.5,26492,1.0,1.0,689905.0,0.0,reptrentkelly,0.8642857142857143,159.0
253,Kelly,Trent,MS,1,-0.5,-0.5,19988,1.0,1.0,745525.0,43194.0,reprobinkelly,0.8662790697674418,195.0
254,Kennedy,John,LA,1,0.5,-0.5,25202,1.0,-0.33,4535710.0,46710.0,repjoekennedy,0.7459016393442623,306.0
255,Kennedy,Joseph,MA,-1,-0.5,-0.5,14657,1.0,1.0,709785.0,98530.0,senjohnkennedy,0.7378640776699029,130.0
256,Khanna,Ro,CA,-1,-0.5,-0.5,16139,-1.0,1.0,579265.0,121150.0,reprokhanna,0.7168949771689498,281.0
257,Kildee,Daniel,MI,-1,-0.5,-0.5,22747,1.0,1.0,680590.0,42800.0,repdankildee,0.9163879598662208,324.0
258,Kilmer,Derek,WA,-1,-0.5,-0.5,17125,1.0,1.0,666385.0,60616.0,repderekkilmer,0.8873994638069705,415.0
259,Kim,Andy,NJ,-1,-0.5,-0.5,14011,-1.0,-1.0,715305.0,74537.0,repandykimnj,0.6774193548387097,328.0
260,Kind,Ron,WI,-1,-0.5,-0.5,21069,1.0,1.0,710120.0,52154.0,repronkind,0.7843137254901961,124.0
261,King,Peter,NY,1,-0.5,-0.5,27988,1.0,1.0,657910.0,93362.0,reppeteking,0.8688524590163935,69.0
262,King,Angus,ME,0,0.5,-0.5,27993,1.0,1.0,1308385.0,53024.0,senangusking,0.8090452261306532,237.0
263,King,Steve,IA,1,-0.5,-0.5,26109,1.0,1.0,735425.0,53335.0,stevekingia,0.0,0.0
264,Kinzinger,Adam,IL,1,-0.5,-0.5,15607,1.0,1.0,682605.0,57182.0,repkinzinger,0.7157894736842105,122.0
265,Kirkpatrick,Ann,AZ,-1,-0.5,0.5,25809,1.0,0.33,680785.0,49072.0,repkirkpatrick,0.720125786163522,407.0
266,Klobuchar,Amy,MN,-1,0.5,0.5,22094,1.0,1.0,5234815.0,65699.0,senamyklobuchar,0.7835820895522387,163.0
267,Krishnamoorthi,Raja,IL,-1,-0.5,-0.5,17291,-1.0,1.0,607320.0,67745.0,congressmanraja,0.5609756097560976,295.0
268,Kuster,Ann,NH,-1,-0.5,0.5,23452,1.0,1.0,642445.0,70524.0,repanniekuster,0.8951612903225806,411.0
269,Kustoff,David,TN,1,-0.5,-0.5,19767,1.0,1.0,695955.0,54145.0,repdavidkustoff,0.8909090909090909,183.0
270,LaHood,Darin,IL,1,-0.5,-0.5,19131,1.0,1.0,698930.0,60857.0,replahood,0.9414634146341463,217.0
271,LaMalfa,Doug,CA,1,-0.5,-0.5,22056,1.0,1.0,682190.0,47488.0,replamalfa,0.7058823529411764,44.0
272,Lamb,Conor,PA,-1,-0.5,-0.5,13295,1.0,-1.0,698069.0,0.0,repconorlamb,0.927536231884058,74.0
273,Lamborn,Doug,CO,1,-0.5,-0.5,24287,1.0,1.0,737480.0,62372.0,repdlamborn,0.6746987951807228,110.0
274,Langevin,James,RI,-1,-0.5,-0.5,20666,1.0,1.0,500420.0,63976.0,jimlangevin,0.8666666666666667,357.0
275,Lankford,James,OK,1,0.5,-0.5,19254,1.0,-0.33,3725970.0,49767.0,senatorlankford,0.847457627118644,204.0
276,Larsen,Rick,WA,-1,-0.5,-0.5,20247,1.0,1.0,659865.0,65187.0,repricklarsen,0.8828828828828829,248.0
277,Larson,John,CT,-1,-0.5,-0.5,26419,1.0,1.0,664790.0,70215.0,repjohnlarson,0.821917808219178,344.0
278,Latta,Robert,OH,1,-0.5,-0.5,23592,1.0,1.0,716710.0,57171.0,boblatta,0.9306930693069306,216.0
279,Lawrence,Brenda,MI,-1,-0.5,0.5,24140,-0.5,1.0,660515.0,42695.0,replawrence,0.7966101694915254,284.0
280,Lawson,Al,FL,-1,-0.5,-0.5,26356,-0.5,1.0,692450.0,40932.0,repallawsonjr,0.9180327868852459,132.0
281,Leahy,Patrick,VT,-1,0.5,-0.5,29454,1.0,-0.33,613910.0,57808.0,senatorleahy,0.6241610738255032,205.0
282,Lee,Barbara,CA,-1,-0.5,0.5,27156,-0.5,1.0,640105.0,73601.0,repbarbaralee,0.7137254901960784,328.0
283,Lee,Susie,NV,-1,-0.5,0.5,19737,1.0,0.33,688880.0,68396.0,repsusielee,0.8352601156069364,403.0
284,Lee,Mike,UT,1,0.5,-0.5,18067,1.0,-0.33,2794015.0,65325.0,senmikelee,0.5106382978723404,70.0
285,Lesko,Debbie,AZ,1,-0.5,0.5,22652,1.0,1.0,723400.0,61754.0,repdlesko,0.8875,267.0
286,Levin,Andy,MI,-1,-0.5,-0.5,22017,1.0,0.33,683705.0,56582.0,repandylevin,0.6814814814814816,356.0
287,Levin,Mike,CA,-1,-0.5,-0.5,15372,0.0,0.33,669725.0,80877.0,repmikelevin,0.8345323741007195,324.0
288,Lewis,John,GA,-1,-0.5,-0.5,29493,-0.5,1.0,693925.0,48269.0,repjohnlewis,0.6875,42.0
289,Lieu,Ted,CA,-1,-0.5,-0.5,18864,-1.0,1.0,650100.0,101956.0,reptedlieu,0.8795620437956204,307.0
290,Lipinski,Daniel,IL,-1,-0.5,-0.5,19852,1.0,1.0,647710.0,66270.0,replipinski,0.8928571428571429,217.0
291,Loebsack,David,IA,-1,-0.5,-0.5,24804,1.0,1.0,752465.0,52150.0,daveloebsack,0.8317757009345794,125.0
292,Lofgren,Zoe,CA,-1,-0.5,0.5,26633,1.0,1.0,630895.0,93139.0,repzoelofgren,0.8141025641025641,185.0
293,Long,Billy,MO,1,-0.5,-0.5,23843,1.0,1.0,749240.0,44619.0,usreplong,0.7571428571428571,261.0
294,Loudermilk,Barry,GA,1,-0.5,-0.5,20788,1.0,1.0,680000.0,69610.0,reploudermilk,0.7777777777777778,77.0
295,Lowenthal,Alan,CA,-1,-0.5,-0.5,29112,1.0,1.0,622865.0,65450.0,replowenthal,0.7453874538745388,340.0
296,Lowey,Nita,NY,-1,-0.5,0.5,30454,1.0,1.0,652005.0,94451.0,nitalowey,0.8441558441558441,178.0
297,Lucas,Frank,OK,1,-0.5,-0.5,22234,1.0,1.0,747915.0,47724.0,repfranklucas,0.9010989010989011,200.0
298,Luetkemeyer,Blaine,MO,1,-0.5,-0.5,25034,1.0,1.0,759400.0,61929.0,repblaine,0.8,108.0
299,Lujan,Ben,NM,-1,-0.5,-0.5,17698,0.0,1.0,663825.0,49210.0,repbenraylujan,0.84375,407.0
300,Luria,Elaine,VA,-1,-0.5,0.5,16534,1.0,-1.0,712635.0,66953.0,repelaineluria,0.9207920792079208,327.0
301,Lynch,Stephen,MA,-1,-0.5,-0.5,23976,1.0,1.0,705680.0,82333.0,repstephenlynch,0.9178082191780822,237.0
302,Malinowski,Tom,NJ,-1,-0.5,-0.5,20147,1.0,-1.0,688390.0,106896.0,repmalinowski,0.8992248062015504,142.0
303,Maloney,Carolyn,NY,-1,-0.5,0.5,27303,1.0,1.0,624705.0,100281.0,repmaloney,0.8168316831683168,239.0
304,Maloney,Sean,NY,-1,-0.5,-0.5,19837,1.0,1.0,686265.0,80493.0,repseanmaloney,0.6613756613756614,253.0
305,Manchin,Joe,WV,-1,0.5,-0.5,26752,1.0,1.0,1831855.0,44061.0,sen_joemanchin,0.9459459459459459,390.0
306,Marchant,Kenny,TX,1,-0.5,-0.5,25473,1.0,1.0,650200.0,70454.0,repkenmarchant,0.25806451612903225,54.0
307,Markey,Edward,MA,-1,0.5,-0.5,27161,1.0,-0.33,6234915.0,74167.0,senmarkey,0.839142091152815,433.0
308,Marshall,Roger,KS,1,-0.5,-0.5,22018,1.0,1.0,678245.0,48156.0,repmarshall,0.0,0.0
309,Massie,Thomas,KY,1,-0.5,-0.5,18209,1.0,1.0,731055.0,60912.0,repthomasmassie,0.71875,164.0
310,Mast,Brian,FL,1,-0.5,-0.5,14743,0.0,1.0,682745.0,54913.0,repbrianmast,0.8481012658227848,182.0
311,Matsui,Doris,CA,-1,-0.5,0.5,27815,-1.0,1.0,654205.0,51932.0,dorismatsui,0.8403755868544601,247.0
312,McAdams,Ben,UT,-1,-0.5,-0.5,16787,1.0,-1.0,707300.0,68711.0,repbenmcadams,0.8313953488372093,201.0
313,McBath,Lucy,GA,-1,-0.5,0.5,22087,-0.5,-1.0,641380.0,87139.0,replucymcbath,0.8344370860927153,176.0
314,McCarthy,Kevin,CA,1,-0.5,-0.5,20387,1.0,1.0,674330.0,54437.0,gopleader,0.6504065040650406,166.0
315,McCaul,Michael,TX,1,-0.5,-0.5,21495,1.0,1.0,705310.0,73476.0,repmccaul,0.7990867579908676,263.0
316,McClintock,Tom,CA,1,-0.5,-0.5,23509,1.0,1.0,690565.0,74074.0,repmcclintock,0.8125,57.0
317,McCollum,Betty,MN,-1,-0.5,0.5,24238,1.0,1.0,648390.0,66175.0,bettymccollum04,0.8406374501992032,291.0
318,McConnell,Mitch,KY,1,0.5,-0.5,28763,1.0,-0.33,4314920.0,46535.0,senatemajldr,0.7482993197278911,184.0
319,McEachin,A.,VA,-1,-0.5,-0.5,21591,-0.5,1.0,734400.0,54607.0,repmceachin,0.8728323699421965,195.0
320,McGovern,James,MA,-1,-0.5,-0.5,22281,1.0,1.0,696955.0,64868.0,repmcgovern,0.7700534759358288,230.0
321,McHenry,Patrick,NC,1,-0.5,-0.5,16466,1.0,1.0,721990.0,46508.0,patrickmchenry,0.0,0.0
322,McKinley,David,WV,1,-0.5,-0.5,26901,1.0,1.0,611095.0,45611.0,repmckinley,0.8478964401294499,356.0
323,McMorris Rodgers,Cathy,WA,1,-0.5,0.5,18810,1.0,1.0,669340.0,51697.0,cathymcmorris,0.8468468468468469,128.0
324,McNerney,Jerry,CA,-1,-0.5,-0.5,25358,1.0,1.0,650890.0,61454.0,repmcnerney,0.8118811881188119,120.0
325,McSally,Martha,AZ,1,0.5,0.5,19967,1.0,-0.33,6192380.0,53510.0,senmcsallyaz,0.8503937007874016,292.0
326,Meadows,Mark,NC,1,-0.5,-0.5,22396,1.0,1.0,721835.0,43855.0,repmarkmeadows,0.0,2.0
327,Meeks,Gregory,NY,-1,-0.5,-0.5,24528,-0.5,1.0,653825.0,66529.0,repgregorymeeks,0.6083916083916083,199.0
328,Menendez,Robert,NJ,-1,0.5,-0.5,24430,0.0,1.0,8019215.0,76475.0,senatormenendez,0.7967479674796748,296.0
329,Meng,Grace,NY,-1,-0.5,0.5,16487,-1.0,1.0,575660.0,61956.0,repgracemeng,0.8428184281842819,427.0
330,Merkley,Jeff,OR,-1,0.5,-0.5,23403,1.0,-0.33,3753590.0,56119.0,senjeffmerkley,0.6626506024096386,222.0
331,Meuser,Daniel,PA,1,-0.5,-0.5,20738,1.0,0.33,698087.0,0.0,repmeuser,0.9620253164556962,82.0
332,Miller,Carol,WV,1,-0.5,0.5,25584,1.0,0.33,600945.0,37728.0,repcarolmiller,0.9251700680272109,158.0
333,Mitchell,Paul,MI,1,-0.5,-0.5,21746,1.0,1.0,696715.0,60934.0,reppaulmitchell,0.8306451612903226,145.0
334,Moolenaar,John,MI,1,-0.5,-0.5,21746,1.0,1.0,694060.0,48434.0,repmoolenaar,0.8125,19.0
335,Mooney,Alex,WV,1,-0.5,-0.5,18066,0.0,1.0,619815.0,48358.0,repalexmooney,0.9256198347107438,260.0
336,Moore,Gwen,WI,-1,-0.5,0.5,25419,-0.5,1.0,672620.0,41816.0,repgwenmoore,0.8111587982832618,277.0
337,Moran,Jerry,KS,1,0.5,-0.5,24282,1.0,-0.33,2771385.0,55477.0,jerrymoran,0.9321266968325792,236.0
338,Morelle,Joseph,NY,-1,-0.5,-0.5,23216,1.0,0.33,694650.0,53723.0,repjoemorelle,0.8708708708708709,376.0
339,Moulton,Seth,MA,-1,-0.5,-0.5,15368,1.0,1.0,712620.0,84913.0,teammoulton,0.8388888888888889,209.0
340,Mucarsel-Powell,Debbie,FL,-1,-0.5,0.5,18204,0.0,-1.0,613525.0,54453.0,repdmp,0.73046875,325.0
341,Mullin,Markwayne,OK,1,-0.5,-0.5,15823,0.5,1.0,738850.0,40770.0,repmullin,0.7889908256880733,132.0
342,Murkowski,Lisa,AK,1,0.5,0.5,23193,1.0,-0.33,712745.0,76114.0,lisamurkowski,0.8960244648318043,361.0
343,Murphy,Christopher,CT,-1,0.5,-0.5,17276,1.0,1.0,3333940.0,73781.0,senmurphyoffice,0.30508474576271183,100.0
344,Murphy,Stephanie,FL,-1,-0.5,0.5,15406,-1.0,1.0,696785.0,57146.0,repstephmurphy,0.9415384615384615,344.0
345,Murray,Patty,WA,-1,0.5,0.5,25608,1.0,-0.33,6564110.0,66174.0,pattymurray,0.687772925764192,601.0
346,Nadler,Jerrold,NY,-1,-0.5,-0.5,26824,1.0,1.0,618050.0,85756.0,repjerrynadler,0.8439716312056738,326.0
347,Napolitano,Grace,CA,-1,-0.5,0.5,30667,0.0,1.0,603855.0,67101.0,gracenapolitano,0.8995633187772926,252.0
348,Neal,Richard,MA,-1,-0.5,-0.5,26212,1.0,1.0,707070.0,55716.0,reprichardneal,0.8636363636363636,250.0
349,Neguse,Joe,CO,-1,-0.5,-0.5,13340,-0.5,0.33,740025.0,75659.0,repjoeneguse,0.8980392156862745,281.0
350,Newhouse,Dan,WA,1,-0.5,-0.5,23875,1.0,1.0,619980.0,52484.0,repnewhouse,0.8768115942028986,155.0
351,Norcross,Donald,NJ,-1,-0.5,-0.5,22623,1.0,1.0,700485.0,68208.0,donaldnorcross,0.9087719298245613,311.0
352,Norman,Ralph,SC,1,-0.5,-0.5,24625,1.0,1.0,674325.0,48743.0,repralphnorman,0.8552631578947368,87.0
353,Norton,Eleanor,DC,-1,-0.5,0.5,30476,0.0,0.0,0.0,0.0,eleanornorton,0.7372881355932204,149.0
354,Nunes,Devin,CA,1,-0.5,-0.5,17217,1.0,1.0,662435.0,56524.0,repdevinnunes,0.7777777777777778,11.0
355,O'Halleran,Tom,AZ,-1,-0.5,-0.5,27329,1.0,1.0,709770.0,50537.0,repohalleran,0.9168591224018476,469.0
356,Ocasio-Cortez,Alexandria,NY,-1,-0.5,0.5,11361,0.0,-1.0,540950.0,53512.0,repaoc,0.7701149425287356,107.0
357,Olson,Pete,TX,1,-0.5,-0.5,21166,1.0,1.0,722835.0,87901.0,reppeteolson,0.7633587786259541,162.0
358,Omar,Ilhan,MN,-1,-0.5,0.5,13927,-0.5,0.33,636825.0,59115.0,ilhan,0.7563451776649746,245.0
359,Palazzo,Steven,MS,1,-0.5,-0.5,18535,1.0,1.0,747545.0,45192.0,congpalazzo,0.6845878136200717,367.0
360,Pallone,Frank,NJ,-1,-0.5,-0.5,25224,1.0,1.0,638160.0,79229.0,frankpallone,0.603448275862069,405.0
361,Palmer,Gary,AL,1,-0.5,-0.5,24297,1.0,1.0,673110.0,61413.0,usrepgarypalmer,0.8,108.0
362,Panetta,Jimmy,CA,-1,-0.5,-0.5,18678,1.0,1.0,596880.0,67419.0,repjimmypanetta,0.8695652173913043,286.0
363,Pappas,Chris,NH,-1,-0.5,-0.5,14779,1.0,0.33,648965.0,71277.0,repchrispappas,0.9214285714285715,302.0
364,Pascrell,Bill,NJ,-1,-0.5,-0.5,30615,1.0,1.0,630465.0,64964.0,billpascrell,0.49650349650349646,215.0
365,Paul,Rand,KY,1,0.5,-0.5,21137,1.0,-0.33,4314920.0,46535.0,randpaul,0.7407407407407407,136.0
366,Payne,Donald,NJ,-1,-0.5,-0.5,22619,-0.5,1.0,645270.0,50100.0,repdonaldpayne,0.8571428571428572,208.0
367,Pelosi,Nancy,CA,-1,-0.5,0.5,29459,1.0,1.0,642175.0,105918.0,speakerpelosi,0.6851063829787234,309.0
368,Pence,Greg,IN,1,-0.5,-0.5,23382,1.0,0.33,706690.0,51033.0,repgregpence,0.8076923076923077,93.0
369,Perdue,David,GA,1,0.5,-0.5,25913,1.0,-0.33,9507600.0,52977.0,sendavidperdue,0.8652482269503546,160.0
370,Perlmutter,Ed,CO,-1,-0.5,-0.5,24675,1.0,1.0,715950.0,66063.0,repperlmutter,0.8449367088607596,365.0
371,Perry,Scott,PA,1,-0.5,-0.5,21362,1.0,1.0,698554.0,0.0,repscottperry,0.8571428571428572,120.0
372,Peters,Scott,CA,-1,-0.5,-0.5,22802,1.0,1.0,667510.0,90854.0,repscottpeters,0.8661417322834646,288.0
373,Peters,Gary,MI,-1,0.5,-0.5,22635,1.0,-0.33,9601980.0,52668.0,sengarypeters,0.8801089918256131,411.0
374,Phillips,Dean,MN,-1,-0.5,-0.5,18932,1.0,-1.0,659750.0,84689.0,repdeanphillips,0.7925925925925926,163.0
375,Pingree,Chellie,ME,-1,-0.5,0.5,23974,1.0,1.0,660215.0,61173.0,chelliepingree,0.782312925170068,358.0
376,Plaskett,Stacey,VI,-1,-0.5,0.5,19915,0.0,0.0,0.0,0.0,staceyplaskett,0.0,0.0
377,Pocan,Mark,WI,-1,-0.5,-0.5,20552,1.0,1.0,710080.0,65589.0,repmarkpocan,0.49624060150375937,200.0
378,Porter,Katie,CA,-1,-0.5,0.5,17123,1.0,-1.0,660030.0,97356.0,repkatieporter,0.860655737704918,278.0
379,Portman,Robert,OH,1,0.5,-0.5,23713,1.0,-0.33,11348025.0,52407.0,senrobportman,0.8217391304347826,271.0
380,Posey,Bill,FL,1,-0.5,-0.5,26636,1.0,1.0,695070.0,50752.0,congbillposey,0.3142857142857143,59.0
381,Pressley,Ayanna,MA,-1,-0.5,0.5,17092,-0.5,-1.0,636625.0,60873.0,reppressley,0.7777777777777778,319.0
382,Price,David,NC,-1,-0.5,-0.5,29315,1.0,1.0,731965.0,70587.0,repdavideprice,0.8962264150943396,351.0
383,Quigley,Mike,IL,-1,-0.5,-0.5,22680,1.0,1.0,662430.0,80269.0,repmikequigley,0.7974683544303798,285.0
384,Raskin,Jamie,MD,-1,-0.5,-0.5,21162,1.0,1.0,664065.0,98991.0,repraskin,0.8529411764705883,195.0
385,Ratcliffe,John,TX,1,-0.5,-0.5,20120,1.0,1.0,691220.0,52481.0,repratcliffe,0.0,0.0
386,Reed,Tom,NY,1,-0.5,-0.5,17900,1.0,1.0,694140.0,48730.0,reptomreed,0.7884615384615384,126.0
387,Reed,John,RI,-1,0.5,-0.5,25941,1.0,-0.33,986560.0,61043.0,senjackreed,0.8174273858921162,285.0
388,Reschenthaler,Guy,PA,1,-0.5,-0.5,13732,1.0,0.33,693644.0,0.0,greschenthaler,0.6648351648351649,243.0
389,Rice,Tom,SC,1,-0.5,-0.5,23119,1.0,1.0,671790.0,43146.0,reptomrice,0.8970588235294118,75.0
390,Rice,Kathleen,NY,-1,-0.5,0.5,20367,1.0,1.0,654400.0,100178.0,repkathleenrice,0.8622222222222222,256.0
391,Richmond,Cedric,LA,-1,-0.5,-0.5,17235,-0.5,1.0,752895.0,36798.0,reprichmond,0.7169811320754718,136.0
392,Riggleman,Denver,VA,1,-0.5,-0.5,18511,1.0,0.33,713215.0,52237.0,repriggleman,0.866412213740458,297.0
393,Risch,James,ID,1,0.5,-0.5,28326,1.0,-0.33,1574200.0,50985.0,senatorrisch,0.9130434782608696,125.0
394,Roberts,Pat,KS,1,0.5,-0.5,30895,1.0,-0.33,2771385.0,55477.0,senpatroberts,0.916030534351145,142.0
395,Roby,Martha,AL,1,-0.5,0.5,16187,1.0,1.0,671185.0,42035.0,repmartharoby,0.9117647058823529,185.0
396,Roe,David,TN,1,-0.5,-0.5,27516,1.0,1.0,698495.0,41006.0,drphilroe,0.8333333333333334,91.0
397,Rogers,Harold,KY,1,-0.5,-0.5,30275,1.0,1.0,707830.0,30585.0,rephalrogers,0.8620689655172413,99.0
398,Rogers,Mike,AL,1,-0.5,-0.5,22773,1.0,1.0,687545.0,46544.0,repmikerogersal,0.7903225806451613,75.0
399,Romney,Mitt,UT,1,0.5,-0.5,26917,1.0,0.33,2794015.0,65325.0,senatorromney,0.8594594594594595,211.0
400,Rooney,Francis,FL,1,-0.5,-0.5,24458,1.0,1.0,688235.0,54812.0,reprooney,0.6764705882352942,45.0
401,Rose,Max,NY,-1,-0.5,-0.5,12411,1.0,-1.0,653305.0,71072.0,repmaxrose,0.8093023255813954,256.0
402,Rose,John,TN,1,-0.5,-0.5,20359,1.0,0.33,722305.0,50731.0,repjohnrose,0.8157894736842105,45.0
403,Rosen,Jacky,NV,-1,0.5,0.5,23121,1.0,-1.0,2547140.0,55434.0,senjackyrosen,0.8701657458563536,409.0
404,Rouda,Harley,CA,-1,-0.5,-0.5,21530,1.0,-1.0,656895.0,88903.0,repharley,0.7926267281105991,262.0
405,Rounds,Mike,SD,1,0.5,-0.5,24134,1.0,-0.33,833720.0,54126.0,senatorrounds,0.848314606741573,205.0
406,Rouzer,David,NC,1,-0.5,-0.5,17810,1.0,1.0,733585.0,45002.0,repdavidrouzer,0.9096045197740112,193.0
407,Roy,Chip,TX,1,-0.5,-0.5,17637,1.0,0.33,720115.0,68987.0,repchiproy,0.7548387096774194,193.0
408,Roybal-Allard,Lucille,CA,-1,-0.5,0.5,29016,0.0,1.0,513225.0,42902.0,reproybalallard,0.8181818181818181,195.0
409,Rubio,Marco,FL,1,0.5,-0.5,18074,0.0,-0.33,18101505.0,50883.0,senrubiopress,0.6470588235294117,184.0
410,Ruiz,Raul,CA,-1,-0.5,-0.5,17619,0.0,1.0,637385.0,44567.0,congressmanruiz,0.0,0.0
411,Ruppersberger,C.,MD,-1,-0.5,-0.5,27322,1.0,1.0,706580.0,69128.0,call_me_dutch,0.8908045977011494,193.0
