author,t_id,t_time,covid related?,Reliability Score,Tweet Text
RepWesterman,1100191019327467520,2019-02-26 0:29:14,0,0,"JUST IN: Tonight I introduced the Fair Care Act, a health care bill for every American. It covers preexisting conditions, lowers costs and increases consumer choice by incorporating bipartisan proposals, academic research and scientific data.  Read more: https://t.co/ICY2H8hzVP"
SenKamalaHarris,1318364244245708800,2020-10-20 1:31:44,0,0,"We cannot go back to when insurance companies could refuse to cover basic medical expenses like maternity care, mental health care, prescription drugs, and deny coverage for preexisting conditions like asthma and diabetes. This is what’s at stake with Trump’s SCOTUS nominee."
RonWyden,1284180987845292032,2020-07-17 17:39:41,0,0,"Great conversation yesterday in Eugene with @NAACPEugSpfld about a must-do agenda in Oregon &amp; nationwide that includes re-inventing policing, addressing racial disparities in both health care and lending to small business, #VoteByMail &amp; more. https://t.co/KDayisbUAV"
RepAnnWagner,1159827773277519872,2019-08-09 14:04:24,0,0,It was so gratifying to meet with Don Kalicak and Jessica Chestnut to learn about the human trafficking awareness programs and protocols Mercy Health System is implementing. Medical professionals play a critical role in identifying and assisting trafficking victims. https://t.co/8Y75FFwd6R
JeffFortenberry,1319066194641551365,2020-10-22 0:01:02,0,0,I was looking forward to the Farm-to-School “Crunch-Off” this year. #Nebraska is the defending champ with the largest number of kids eating healthy nutritious food. Here’s the championship highlight from last year. https://t.co/ADexZbiDcd @USDA @FarmtoSchool #F2SMonth
RepMikeRogersAL,1299037327008894976,2020-08-27 17:33:28,0,0,"RT @SteveScalise: Burning cities to the ground is not ""peaceful protesting""—no matter how many times the media calls it that.  But the Dems…"
GKButterfield,1262382940383842316,2020-05-18 14:02:01,0,0,RT @IRSnews: #IRS releases guidance that extends the claims period for health flexible spending arrangements (#FSA) and dependent care assi…
RepBillFoster,1274041948786089990,2020-06-19 18:10:45,0,0,"RT @COVIDOversight: As we commemorate #Juneteenth, we are reminded that the legacy of slavery still affects us today, w/ Black businesses d…"
RepFrankLucas,1320831952082096135,2020-10-26 20:57:31,0,0,"Last week, I led bipartisan efforts to safeguard the Provider Relief Fund and ensure our rural hospitals have the resources they need in order to continue to care for our communities.   Thank you, @HHSGov for listening to stakeholders on this issue.  MORE: https://t.co/etzlzOLoix"
SenCortezMasto,1319272657079001088,2020-10-22 13:41:27,0,0,"If Senate Republicans confirm Trump’s #SCOTUS nominee, the consequences would be dire: more than 20M people could lose their health coverage and over 135M Americans could lose protections for their preexisting conditions. #WhatsAtStake"
JerryMoran,1225068088124739586,2020-02-05 14:46:07,0,0,"The delivery of quality and timely health care to veterans has always been a top priority for me. When our servicemembers leave the military, it is our duty to make sure they receive the care they deserve. https://t.co/RdRlH4l1dX"
RepKathleenRice,1264932482891354113,2020-05-25 14:52:59,0,0,"As we remember the American military servicemembers who lost their lives serving our nation, let us also keep in mind the veterans who are at risk during this crisis. 🇺🇸  Please have a safe and healthy Memorial Day."
RepAndyHarrisMD,1004735679123869696,2018-06-07 14:43:47,0,0,"Last night, ⁦@HouseAppropsGOP⁩ voted to provide $73 million in funding for the Chesapeake Bay Program in FY2019. The success of #MD01 depends on a healthy Bay, and I am thankful for my colleagues’ continued support of the Chesapeake Bay Program. https://t.co/NVLDlyrKiF"
RepPeteAguilar,940331625031847936,2017-12-11 21:25:04,0,0,"Open Enrollment through @CoveredCA runs until January 31st! If you or someone you know are looking for an affordable health care plan, visit https://t.co/0eDK5tfnfw to #GetCovered! https://t.co/Kv1IQkUmUZ"
RepPressley,1285923206713544714,2020-07-22 13:02:38,0,0,Racism is a public health crisis.
RepTrey,1042871267177619456,2018-09-20 20:21:00,0,0,Over a million seniors in Indiana rely on Medicare programs to manage their care and costs. Check out 4 bills I supported that passed the House last week to maintain a strong Medicare program to protect the financial security and health of our seniors → https://t.co/QhcYedLoqX
RepGusBilirakis,951439441943396353,2018-01-11 13:03:34,0,0,"I had the privilege of meeting with Kate Reed, the new President of St. Joseph’s Children’s Hospital.  We discussed the importance of CHIP and the importance of other federal programs that enable them to better serve kids throughout Tampa Bay. https://t.co/kyxwrlYHWt"
RepLowenthal,1287466969751584768,2020-07-26 19:17:00,0,0,"It’s been 30 years since the Americans with Disabilities Act became law. Let’s celebrate the progress we have made, and commit to working tirelessly to eliminate barriers to employment, guarantee healthcare and guaranteeing independence. #ADAat30"
SenJohnHoeven,1174723370761576454,2019-09-19 16:34:11,0,0,"Intro’d TBI &amp; PTSD Treatment Act w/ @SenKevinCramer today directing the @DeptVetAffairs to provide HBOT for #veterans. All veterans deserve access to the best possible health care, we’re thankful HBOT is underway for #NDveterans.  https://t.co/TKg3EDYhTS"
SenAngusKing,1192537336028024835,2019-11-07 20:20:31,0,0,"Access to primary care saves lives, which is why yesterday I introduced a bill to help folks enrolled in high deductible health plans get covered for two yearly visits to their primary care physicians. https://t.co/TAlGkBQK7x"
JimLangevin,1253436886271459330,2020-04-23 21:33:36,0,0,"Through its ""Rhode to End Hunger Initiative,"" @RIHEALTH is doing exemplary work to connect #RI families to food that would otherwise be disposed of. Congrats on the well-deserved recognition from @EPA.  https://t.co/MvuWuojGRg"
SenatorMenendez,1312116255831203841,2020-10-02 19:44:27,0,0,"Before the ACA, women paid more for health care because they were women.  Before the ACA, it was harder for Blacks and Latinos to access care.  Before the ACA, a disability or pre-existing condition could deny you coverage.  We can't let Trump's SCOTUS pick take us backwards. https://t.co/epiYrUdf66"
MikeKellyPA,1138823080929910789,2019-06-12 14:59:15,0,0,Witness at W&amp;M Cmte hearing just said that bureaucrats in Washington will decide who is eligible for treatments and that individual choice in healthcare would be diminished under #MedicareForAll. Do @HouseDemocrats really want a one-size-fits-all Hcare system controlled in D.C.?
TomColeOK04,1274383731609010176,2020-06-20 16:48:53,0,0,"#OnThisDay in 1782, the bald eagle was officially recognized as our national emblem! To ensure their survival, I am proud Oklahoma is home to 3 tribal-run aviaries that rehabilitate &amp; care for sick &amp; injured eagles. Happy American Eagle Day!  Learn more: https://t.co/MDMRY5wpIY https://t.co/3hBXo3BnzP"
RepAnnWagner,1178804497117859840,2019-09-30 22:51:07,0,0,"If any victim is brave enough to walk into a hospital or clinic and provide a rape kit and provide the DNA and go through the further trauma that’s associated with that, it’s absolutely incumbent upon us — it’s our duty — to get it tested and put into the database..."
RepJohnKatko,994649225949564929,2018-05-10 18:43:49,0,0,"This May is Mental Health Awareness month. Every child, regardless of background, must be provided the mental health services they need. Yesterday, the Mental Health Caucus, which I co-chair with @gracenapolitano, held a briefing on childhood depression. https://t.co/LVGKcGak2c https://t.co/KOWRD2VHx1"
SenMcSallyAZ,1250504678560890884,2020-04-15 19:22:03,0,0,"The CARES Act expands Medicare’s Accelerated &amp; Advanced Payment Program to more health care providers, but the high interest rate is a barrier for some providers. I joined @SenatorSinema in urging CMS to delay or waive this interest rate. https://t.co/USv7acpDAn"
RepEliotEngel,1208417978221510657,2019-12-21 16:04:31,0,0,"Proud to have my bipartisan Poison Center Network Enhancement Act signed into law as part of H.R. 1865. This is a victory for #NY16, and will help combat crises like the #OpioidEpidemic and deadly complications associated with #Vaping https://t.co/66OmSEQUvd"
RepCindyAxne,1252971332985409536,2020-04-22 14:43:39,0,0,"As we celebrate 50 years of #EarthDay, we remain committed to protecting our planet for future generations.  We must continue to create clean energy jobs, build resilient infrastructure, and invest in scientific research.   Together we can create a healthy planet for everyone. https://t.co/YcwRcQovKo"
RepSusanDavis,1161027000657690625,2019-08-12 21:29:42,0,0,Two years ago Heather Heyer was killed in Charlottesville when a neo-Nazi drove his car into people protesting white supremacy and hatred. Let's honor her by never giving up the struggle against hate. https://t.co/MGoTpMD9R1
RepAdamSchiff,1207767831196119041,2019-12-19 21:01:04,0,0,"An important—and alarming—story you may have missed:  At the urging of the Trump Admin, a federal court struck down part of the Affordable Care Act, and asked a district court to decide if the entire law should be nullified.  Health care for millions of Americans is at risk. https://t.co/0HpwoAWDan"
RepSires,1215736961937432579,2020-01-10 20:47:33,0,0,"But this year’s NDAA is among the most progressive ever enacted thanks to House Democrats prioritizing medical, family leave, environmental, and health provisions."
RepFrenchHill,1308572575384195072,2020-09-23 1:03:08,0,0,"(1/4) While we grapple with #COVID19, it is important that the government stay open, funded, and able to help struggling #Arkansans and #Americans.   Tonight, the House of Representatives passed a #ContinuingResolution to fund the federal government through December 11, 2020."
SenHydeSmith,1179425163609350144,2019-10-02 15:57:26,0,0,A reminder to submit your feedback to @HHSgov by Oct. 9 on how to improve health care in rural America. They want and need to hear from you.  Instructions are available here: https://t.co/xR2kawocLH https://t.co/0lXIPY5GQe
RepDevinNunes,1256299257495261185,2020-05-01 19:07:38,0,0,I’ll be providing a Coronavirus update on the Ray Appleton show today at 4:00 PM EST/1:00 PM PST on KMJ 580 AM/105.9 FM. Listen live here: https://t.co/0nAKxl8jvR.
SenMarkey,1294269886852726785,2020-08-14 13:49:22,0,0,"RT @ChrisVanHollen: For Trump, huge handouts to big polluters are more important than protecting public health—even during a pandemic. Good…"
RonWyden,1249023629444001793,2020-04-11 17:16:53,0,0,"These are just a few of the many #OregonWay stories that have arisen statewide to fight #COVID19. If you want to spotlight similar stories, please add them in the “replies.”"
USRepKCastor,1321560581724381187,2020-10-28 21:12:50,0,0,"We have so much more to do! Targeted federal investments create jobs, build affordable housing, expand transit &amp;lift small businesses. Thank you to Tampa Housing Authority, West Tampa CDC, Mayor @JaneCastor  &amp;all partners for this latest example of progress for Tampa neighbors."
RepGonzalez,1272605991566270481,2020-06-15 19:04:46,0,0,RT @GHTCoalition: We’re grateful to @RepGonzalez for signing this letter. We won’t put an end to #COVID19 domestically unless we also fight…
RepEscobar,1295382376856588289,2020-08-17 15:30:00,0,0,"Today at 5 PM, I’ll host the Coronavirus and the Classroom: Keeping Children Safe Virtual Town Hall.  El Paso's school district representatives and experts from @AFTunion, @NEAToday &amp; @JohnsHopkinsSPH will join me. Join us for this important discussion 👇🏽 https://t.co/piEpfUmDE4"
RepCohen,1257329499819180043,2020-05-04 15:21:27,0,0,I appreciate #Turkey’s donation of much-needed medical supplies to help respond to the #COVID19 crisis. Our #NATO allies stand shoulder to shoulder with us on the battlefield and I am glad that they are doing so in this battle as well. #CoronavirusPandemic https://t.co/3oXZq3kdSx
RepRichHudson,1260344245749235715,2020-05-12 23:00:58,0,0,About to join tonight’s #NCCOVID19 town hall on @FOX46News and @WNCN. #ncpol https://t.co/TB39W5aOyQ
RepWexton,1272902671087919105,2020-06-16 14:43:40,0,0,RT @SBAgov: NEW: All small businesses &amp; non-profits impacted by #COVID19 can now apply for an Economic Injury Disaster Loan (EIDL) &amp; EIDL A…
HerreraBeutler,1032416750527295488,2018-08-22 23:58:29,0,0,RT @hospitals4kids: Thank you @HerreraBeutler for being a champion for kids and the #ACEKidsAct. Learn more about how this critical bill wi…
RepRoybalAllard,1290406853126631424,2020-08-03 21:59:03,0,0,"El Virus del Nilo Occidental se ha detectado en comunidades #CA40, incluyendo Bell Gardens, Bellflower, y Downey. Visite https://t.co/LWPJp6er7F para obtener información sobre cómo protegerse de las enfermedades transmitidas por mosquitos como el Nilo Occidental."
RepJoeKennedy,1247874083544616960,2020-04-08 13:09:00,0,0,"Even in MA – home to some of the greatest health care facilities in the world – health care injustice is a defining feature of our response.   No matter how brave, strong, or good our providers are, they are no match for the racial inequities rooted deeply in our system."
RepGraceMeng,1171216349747654665,2019-09-10 0:18:32,0,0,"Recently, I secured a provision in a key spending bill which aims to address the potential health and environmental impacts of railroads transporting waste and debris, and I’ve reintroduced legislation to require covers on all rail cars that carry these materials. 2/3"
SenatorFischer,1245458594369323009,2020-04-01 21:10:43,0,0,Today I joined my colleagues for a Sen. Armed Services Committee phone briefing w our top DoD officials focused on our military’s #COVID19 response. Thank you to the men &amp; women of our military for providing assistance during this crisis while they continue to defend our nation
KenCalvert,1240418140523073538,2020-03-18 23:21:45,0,0,"RT @SecretaryCarson: Today, HUD is authorizing FHA to provide immediate relief for homeowners amid the national #coronavirus response by su…"
RepThompson,1309206953646850048,2020-09-24 19:03:56,0,0,RT @RepCarbajal: We must take every step we can to end the gun violence epidemic in the US. It's been 575 days since the House passed the #…
RepMcGovern,1251178729705017344,2020-04-17 16:00:29,0,0,"Haven’t filled out the #Census2020 yet? Want to help your community access resources for hospitals 🏥, schools 📒, and infrastructure 🚅?   You can now respond to the 2020 Census now at https://t.co/Ij8rGr5GkM, by phone, or by completing the paper form mailed to your address."
RepArrington,1253773009199955970,2020-04-24 19:49:14,0,0,"RT @texashospitals: Thank you, @RepArrington, for your leadership to expand #PaycheckProtectionProgram eligibility and provide targeted fun…"
RepShimkus,915687255477538816,2017-10-04 21:17:09,0,0,RT @HouseCommerce: Some context on our plan to extend vital #CHIP and community health center programs &gt;&gt; https://t.co/un1RKWBZZT
RepSherrill,1297902223519821825,2020-08-24 14:22:58,0,0,"✅ Connect you with accredited Veterans Service Officers to help you file a new claim for benefits  ✅ Help retrieve your military service and health record or get a copy of your DD Form 214  ✅ Assist with issues with active duty, reserve, or retired pay or benefits"
SenAngusKing,1320715875373191168,2020-10-26 13:16:17,0,0,"Today, I’m speaking with Wayne St. Peter who credits the ACA with quite literally saving his life. Today’s Supreme Court vote could lead to the repeal of the healthcare law – without an alternative in place – so it’s important to hear him remind us #WhatsAtStake https://t.co/VVBNt53B7h"
RepEspaillat,1294298867660447749,2020-08-14 15:44:31,0,0,"Reminder #Census2020 is underway! Given the current public health crisis, one of the safest ways to respond is by phone now: English: 844-330-2020 Spanish: 844-468-2020 Additional phone lines can be found here ⬇️ #WeCount https://t.co/trDJE2Ok1D"
RepLowenthal,1239687970820628487,2020-03-16 23:00:19,0,0,"RT @CA_EDD: We provide a variety of support services to individuals affected by #coronavirus in California. If you can't work, are being re…"
RepFrenchHill,1283618478256259072,2020-07-16 4:24:28,0,0,"(2/2) Those in attendance: @UCABears’ President Houston Davis, @BaptistHealthAR’s Tim Bowen, @ConwayRegional’s Matt Troup, @CHIStVincent’s Bubba Arnold, @Conway_Chamber’s Brad Lacy, @jasonrapert, Rep. Spencer Hawks, @RepStephenMeeks, Judge Jim Baker, @bartcastleb https://t.co/PUqZlYWYFZ"
RepMikeLevin,1255945074988535810,2020-04-30 19:40:14,0,0,Great news! The President signed the Student Veteran Coronavirus Response Act into law this week.  This is critical legislation to ensure our student veterans continue receiving their education benefits during this pandemic.  https://t.co/cxbtAZ8fKB https://t.co/34RO2aDsUY
RepKatieHill,1129223541751189504,2019-05-17 3:14:06,0,0,"What happens when healthcare professionals have a say in healthcare decisions? Some really good healthcare policy.   Congrats, Lauren! 👏👏👏 I’m so proud to support #HR1010! https://t.co/8DtBDzmUBA"
SteveScalise,1312039121607680006,2020-10-02 14:37:57,0,0,RT @SelectGOP: Whip @SteveScalise opened today's hearing with the facts about COVID-19 and highlighted President @realDonaldTrump's leaders…
RepHaleyStevens,1282328865558282246,2020-07-12 15:00:00,0,0,"The pandemic has changed so much about our lives, but I am very proud of how young Michiganders are dealing with these challenges.  https://t.co/qyLsMYr59g"
SenDanSullivan,1259224795385921537,2020-05-09 20:52:41,0,0,"After a several-weeks-long hiatus due to the pandemic, I was finally able to get down to the Senate floor and recognize an #AlaskanoftheWeek—Kyle Hopkins, with @adndotcom, who was honored this week with the 2020 @PulitzerPrizes for Public Service.  📺👇 https://t.co/l2abGt1cHT"
GKButterfield,1260302849348702208,2020-05-12 20:16:29,0,0,"RT @SpeakerPelosi: Today, @HouseDemocrats introduced the #HeroesAct, bold legislation to address the COVID-19 health and economic crisis. h…"
SenKamalaHarris,1319408106485534723,2020-10-22 22:39:40,0,0,"People are rightfully scared that they will lose their health coverage if Republicans confirm Trump’s Supreme Court nominee. For Felicia, this is a matter of life and death. #WhatsAtStake https://t.co/XId2g6v4Ud"
RepDelBene,1292652585124495360,2020-08-10 2:42:47,0,0,Comment your questions about #COVID19 here! Senator @PattyMurray &amp; I will be answering them LIVE on Tuesday. Details below! https://t.co/Nf2usNg0Iv
RepScottPeters,1250141950856105993,2020-04-14 19:20:42,0,0,"#ICYMI: An idea the @NewDemCoalition and I are pushing to apply automatic triggers that would provide continued relief for American families, workers, and small businesses during #COVID19 was featured in @rollcallpols' new article. ⬇️⬇️⬇️  https://t.co/qe1v570dYt"
RepGilCisneros,1265380260016766979,2020-05-26 20:32:18,0,0,"This #OlderAmericansMonth we celebrate the contributions seniors have made in our families and communities. As we continue to confront the #COVID19 pandemic, we must ensure they have the support they need. https://t.co/yyN0QP8ERX"
lisamurkowski,1306624160928595968,2020-09-17 16:00:50,0,0,Congrats to Shee Atiká Enterprises in Sitka for receiving one of these contracts! Excited to see the role you will play in utilizing technology to address #COVID19 and reach underserved populations. https://t.co/mrmVPojMDr
RepHolding,303978283052183553,2013-02-19 21:24:04,0,0,Enjoyed meeting with the Healthcare Leadership council in my Raleigh office today. http://t.co/dI4uepep
RepDerekKilmer,1254235346113568768,2020-04-26 2:26:23,0,0,"If you or your family have lost or can't afford your health insurance because of COVID-19, the @WAplanfinder may be able to help. Details: https://t.co/GJzEs26BFh"
ChrisVanHollen,1244783131426795520,2020-03-31 0:26:40,0,0,"Each day, we witness the courage of those on the frontlines of the fight. On #NationalDoctorsDay, let’s salute our health care workers for their selfless work. More help is needed. If you have a medical background, please volunteer: https://t.co/7KIkg6mdMK https://t.co/aYCRrW5kLn"
SenBobCasey,1288937401751080960,2020-07-30 20:39:58,0,0,Our small businesses need more help to weather this unprecedented crisis. That's why I'm a cosponsor of the bipartisan RESTART Act and will be pushing for its inclusion in the next #COVID19 legislation to boost relief for small businesses in Pennsylvania and across the country. https://t.co/bgRreb35c7
RepGolden,1266047988595675138,2020-05-28 16:45:37,0,0,"@MaineSBDC locations all over our state have been providing cost-free services to Maine small businesses to help them stay afloat, continue to provide jobs, and adapt in response to the recession we're facing from COVID-19. 1/"
RepBarbaraLee,1280285702152957952,2020-07-06 23:41:12,0,0,"We just finished subcommittee mark-up of the FY21 State Foreign Operations bill.  Thank you @NitaLowey for your years of incredible leadership as @AppropsDems chair and for your profound commitment to global health,  reproductive rights and freedoms, and access to education."
SenSasse,890306611687895040,2017-07-26 20:23:31,0,0,"We still have a long, long way to go – both in health policy and in honesty. Full statement: https://t.co/FwXE0lHgI3 https://t.co/Wyvt4GAySv"
RepRonKind,839614768377958400,2017-03-08 23:12:14,0,0,Just spoke out re: the importance of making sure that people in rural WI communities don't lose access to affordable health care. https://t.co/IENs6nXfQT
SenDuckworth,1292884875939282947,2020-08-10 18:05:49,0,0,Trump's inadequate approach to the #COVID19 crisis won’t help us actually get relief &amp; resources into the hands of hardworking Americans that desperately need help right now. We need to take bold action to do that—which is why Democrats passed the #HEROESAct three months ago. https://t.co/J3zjZyhdOm
RepBeatty,1306623102009380867,2020-09-17 15:56:38,0,0,Over 88 percent of first-time mothers are forced to work during the 3rd trimester.   No one should be forced to choose between their health &amp; paycheck!   That’s why I am voting YES on the Pregnant Workers Fairness Act.
RepFredUpton,1253418318683242496,2020-04-23 20:19:49,0,0,Headed to the House floor now to vote NO on the Select Subcommittee on the Coronavirus Crisis. We already have plenty of committees with relevant jurisdiction to provide proper oversight over our coronavirus response. Let’s get on with the people’s business. #MI06 https://t.co/LtsVBWb5aA
RonWyden,1252271953622241280,2020-04-20 16:24:34,0,0,Our economy will not recover until we stop the virus. That means we need a national blueprint to make accurate #COVID19 testing available to every single American.
RepFinkenauer,1316838742011908100,2020-10-15 20:29:56,0,0,Listening to your stories is essential to doing my job and delivering for Iowa — especially during a pandemic. #IA01 https://t.co/HKiVVZMCmE
RepChrisPappas,1309153755716374535,2020-09-24 15:32:32,0,0,Small businesses are the backbone of New Hampshire’s economy. And they make up the fabric of our state and our communities. I’m committed to fighting for more resources so that our Main Street economy recovers and thrives in the wake of this pandemic. #SmallBusinessWeek https://t.co/5TVhlFqwzA
RepBeatty,1279394531071459333,2020-07-04 12:40:00,0,0,"Wishing you a very happy, healthy, and safe Fourth of July! #LetFreedomRing https://t.co/SOJUSggy2A"
WarrenDavidson,1258075293933277184,2020-05-06 16:44:58,0,0,"Don't forget to say ""thank you"" to #nurses, especially those on the front lines of the #COVID19 pandemic. #ThankYouNurses https://t.co/tvk0c9tujJ"
RepBost,1298319571590549505,2020-08-25 18:01:22,0,0,Birthdays have looked a little different b/c of COVID-19. But that didn’t stop Hometown Hero Angie Judd-Greco from Edwardsville! She organized a group of 800 volunteers to attend birthday parades for kids in Madison Co. Thanks for bringing joy to So. IL kids! #IL12HometownHeroes https://t.co/maxRlredFj
RepBillFoster,1306659502402482177,2020-09-17 18:21:16,0,0,"RT @LeaderHoyer: For nearly two years, House Democrats have been working hard #ForThePeople, passing legislation to lower health care costs…"
SenBrianSchatz,1085582336241086464,2019-01-16 16:59:32,0,0,"In October, his husband, Jay, went in to the hospital for a routine surgery that went horribly wrong. Jay went into cardiac arrest, and was in an induced coma for several days. He had to be flown to another island to receive the care he needed."
BettyMcCollum04,1276575201153576960,2020-06-26 17:57:00,0,0,I commend Gov. Walz for distributing federal #CARESAct dollars to local governments across MN who desperately need them due to the #COVID19 pandemic.   @HouseDemocrats approved additional state &amp; local relief in the #HeroesAct – the Senate must pass this critical legislation now.
RepJohnLarson,1316839151413665793,2020-10-15 20:31:34,0,0,This distasteful antisemitic assault is part of a pandemic that’s been with us longer than the one we’re dealing with now &amp; needs to be addressed. I stand with the members of our Jewish community who continue to spread love &amp; peace in the face of such hate https://t.co/sPTpv756z7
DorisMatsui,1303801535684472832,2020-09-09 21:04:44,0,0,"The #COVID19 pandemic has taken a heavy toll on the mental health of Americans.   This week is #SuicidePreventionWeek, and it is a reminder to check in on our friends and family, share important resources, as well as combat the stigma around mental health."
RepPressley,1319368226975977472,2020-10-22 20:01:12,0,0,"RT @girls_inc: Police brutality, white supremacy &amp; mass incarceration all affect the mental &amp; physical health &amp; wellbeing of our children -…"
SenAngusKing,1235259590054481920,2020-03-04 17:43:30,0,0,"That doesn’t work for anyone, which is why I’ve cosponsored legislation to guarantee five paid sick days to every American. It’s the smart – and right – thing to do."
VernBuchanan,1301568244491456518,2020-09-03 17:10:26,0,0,This is sickening and cannot be allowed to continue. I am introducing federal legislation to enact a national ban on sex dolls resembling children. https://t.co/Vpb6oQSU8N
SenateMajLdr,1158036816089497601,2019-08-04 15:27:46,0,0,"Sickening to learn this morning of another mass murder in Dayton, Ohio overnight. Two horrifying acts of violence in less than 24 hours. We stand with law enforcement as they continue working to keep Americans safe and bring justice."
SenatorBaldwin,1308614415214878720,2020-09-23 3:49:24,0,0,RT @SenateDems: WATCH: @SenBaldwin lays out the facts:  The Trump administration has no healthcare plan; and  This Supreme Court nominee co…
SenKevinCramer,1294344286633369602,2020-08-14 18:45:00,0,0,"Joined @TeamCavuto on @FoxBusiness ahead of President @realDonaldTrump’s news conference to discuss the latest on #COVID19 relief.   While Democrats stall and cling to their liberal wish list, @POTUS is taking what action he can to help the American people. https://t.co/it5VEgXY5P"
RepGrothman,1306321610866077697,2020-09-16 19:58:36,0,0,"September is National #RecoveryMonth. Today, I’m wearing a purple mask to support Wisconsinites who have struggled with addiction and am praying for those in #recovery. #CongressGoesPurple https://t.co/qkGgs02kZ4"
RepBarragan,1295734949589458950,2020-08-18 14:51:00,0,0,"Music🎶, dancers💃, health resources⚕️, Congressional updates📰. All of this &amp; more @ 10AM PDT at my Older Adults Briefing &amp; Health Fair. #CA44  Register: https://t.co/T5xUns4qQc, or call toll-free: (669)900-6833, ID: 812 2565 3305. Para Español: (669)900-6833, ID: 835 1803 2564 https://t.co/etmp37nNGy"
RepJahanaHayes,1312436891833102340,2020-10-03 16:58:33,1,0,"Beware of fraud schemes related to economic stimulus programs offered by the U.S. Small Business Administration in response to COVID-19.  Be skeptical, do not give your information away, always confirm with @SBAgov.   For more information visit: https://t.co/4yypBufTCd https://t.co/fhe6rvx6RE"
RepBryanSteil,1240255255864053761,2020-03-18 12:34:30,1,0,I’m joining Bill and Pete on Wake Up Kenosha to discuss the latest on #coronavirus. Tune in to @am1050wlip at 7:45am!
USRepLong,1270778735193620482,2020-06-10 18:03:55,1,0,RT @SBAgov: SBA #COVID19 resources are now available in:  ✅Español ✅العربية ✅中文简体 ✅中文繁軆 ✅Français ✅Deutsche ✅ગુજરાતી ✅Kreyòl Ayisyen ✅ हि…
RepJoeMorelle,1266373292228657165,2020-05-29 14:18:15,1,0,"With so much uncertainty in our future, families shouldn’t have to worry about the state of their health care. I've been fighting alongside my colleagues here in the House to find innovative and timely solutions to the problems that #COVID19 continues to exacerbate. https://t.co/Z08guvdCeX"
RepSchneider,1280191285689757699,2020-07-06 17:26:01,1,0,"The COVID-19 pandemic has been particularly challenging for small businesses, which is why I continue to implore our local firms to get the help they need. Applications open tomorrow morning for Lake County's new small business assistance grants.  https://t.co/UyvG30vj9v"
RepDLesko,1313585333225824256,2020-10-06 21:02:03,1,0,"Great to see that President @realDonaldTrump has returned to the White House, and I hope he continues to make a full recovery from the Coronavirus! https://t.co/jZ49LJOJkZ"
RepZoeLofgren,1243616461266006019,2020-03-27 19:10:44,1,0,RT @HealthySCC: We see a tremendous community outpouring of support to all aspects of our emergency operations and want to thank everyone c…
RepPerlmutter,1242218315264770055,2020-03-23 22:35:00,1,0,The #COVID19 outbreak reminds us exactly why the #ACA is so important &amp; highlights the fact that millions of Americans remain worried about the status of their health care. We need to improve upon the progress of the ACA &amp; ensure everyone has access to affordable health care. https://t.co/9M7XgbiJKw
RobWittman,1266073645249712136,2020-05-28 18:27:34,1,0,"(1/2) I called on top officials to support the National Guard last week, and I am very glad to see DoD reverse their initial decision and keep our NG troops serving our communities on the front lines in the fight against COVID-19. https://t.co/SNAEgLHo1E"
SenBooker,1258149925818433537,2020-05-06 21:41:32,1,0,Thank you to all of the nurses on the frontlines of this crisis risking your own health &amp; safety to provide lifesaving care for Americans.   This #NationalNursesDay we must renew our pledge to do our part to keep these heroes safe by staying home to help #flattenthecurve.
RepEspaillat,1296470216646561795,2020-08-20 15:32:41,1,0,"The “Delivering for America Act” would prohibit the Postal Service from implementing any changes to the operations or level of service it had in place on January 1, 2020, until the COVID-19 pandemic has ended. #DontMessWithUSPS   https://t.co/o0tL0qJx9H"
SenJohnBarrasso,1274012111329472512,2020-06-19 16:12:11,1,0,Went on @SquawkCNBC to talk about #coronavirus &amp; our nation’s economic recovery. Any new legislation to deal with the crisis needs to protect against unfair lawsuits &amp; promote infrastructure which creates jobs. https://t.co/ra09KcyyEr
RepJimCosta,1248331044916539392,2020-04-09 19:24:48,1,0,@UCSFFresno medical professionals are on the front lines to protect the health of #SJV residents.Their courage and commitment is inspiring.  https://t.co/iS1pa9cpog
RepRichardNeal,1305532158279405570,2020-09-14 15:41:36,1,0,"This summer @adamghinds &amp; I were in Pittsfield to deliver @hphood milk to the South Congregational Church Community Food Pantry. I did it in Springfield, too. During this pandemic, no one should question where their next meal comes from. Food security is key #FSCHungerAction https://t.co/81jNRP7224"
RepTedLieu,1263891423339962374,2020-05-22 17:56:11,1,0,TODAY at 4PM ET @HouseJudiciary is holding a virtual roundtable on the impact of #COVID19 in prisons and jails. Watch live here: https://t.co/bkt5YPRGfK.
RepUnderwood,1262441254039760896,2020-05-18 17:53:44,1,0,"Friday, I joined @Axios and @mikeallen to discuss #COVID19 and the health disparities we are facing in Illinois and across the nation. Watch here: https://t.co/662OldbVnI"
RepMcEachin,1252287677656788993,2020-04-20 17:27:03,1,0,"RT @RepRaulGrijalva: In the same way that Trump weakened our health care system &amp; refused to listen to experts on #Coronavirus, he’s spent…"
cathymcmorris,1247947317208113152,2020-04-08 18:00:00,1,0,Small businesses are the economic engine of our community. They need our support during this health crisis. My interview with @KREM2: https://t.co/wHbl2JdCpS
RepAndyBarr,1244639377386614784,2020-03-30 14:55:26,1,0,Let’s continue to work together to defeat this virus and ignite the great American comeback that is on the horizon.
